"Mach","p","tp","x","Points:0","Points:1","Points:2"
1.3811,0.16219,0.50259,9.7976,63.684,0,0
1.3811,0.16224,0.50276,9.8088,63.757,0,0
1.3812,0.16228,0.50293,9.8201,63.83,0,0
1.3812,0.16233,0.50311,9.8313,63.903,0,0
1.3812,0.16237,0.50328,9.8426,63.977,0,0
1.3817,0.1623,0.50342,9.8538,64.05,0,0
1.3826,0.16214,0.50353,9.865,64.123,0,0
1.3835,0.16198,0.50365,9.8763,64.196,0,0
1.3844,0.16182,0.50377,9.8875,64.269,0,0
1.3852,0.16166,0.50388,9.8988,64.342,0,0
1.3861,0.1615,0.504,9.91,64.415,0,0
1.387,0.16134,0.50411,9.9213,64.488,0,0
1.3879,0.16118,0.50423,9.9325,64.561,0,0
1.3887,0.16101,0.50434,9.9438,64.634,0,0
1.3896,0.16085,0.50446,9.955,64.708,0,0
1.3905,0.16069,0.50458,9.9663,64.781,0,0
1.3914,0.16053,0.50469,9.9775,64.854,0,0
1.3923,0.16037,0.50481,9.9888,64.927,0,0
1.3931,0.16021,0.50492,10,65,0,0
